,week,hours_assignmt,hours_mkrsp,challenging,engagement,frustrated,actual_movement,actual_time,headAngle,eL_angle,eR_angle,sL_angle,sR_angle,eL_movement,hL_movement,hR_movement,head_movement,sL_movement,sr_movement,eL_mvt,eR_mvt,hL_mvt,hR_mvt,head_mvt,sL_mvt,sR_mvt,handL_to_elbowR,handR_to_elbowL,handL_to_shoulderR,handR_to_shoulderL,head_to_elbwL,head_to_elbwR,head_to_handL,head_to_handR,head_to_joints,head_to_shldL,head_to_shldR,isTalking,lean_FB,lean_LR,leftHandRaised,rightHandRaised
135,11,60,5,5,3,5,2060.926213,350,35.91146287,53.23114294,46.01114607,46.01114607,42.3990994,358.4603058,351.4907373,345.2956764,366.1710306,363.3424304,357.9749136,527.8202878,551.3057485,552.6788879,624.6661635,504.9831688,491.8918673,480.9221919,19.53377344,24.73755821,18.51240308,25.0382239,15.63136537,18.09108774,19.65185786,24.60807326,98.55914159,10.41729133,10.15946604,1.950838861,4.736654605,-31.29235339,11.84159188,9.793211081
136,11,7,3,4,5,3,2253.411553,240,-0.818352267,56.66896104,33.90456852,33.90456852,39.55845187,410.1059962,404.5109167,396.8774258,418.5884865,414.1294599,409.3708344,234.395671,235.109897,257.5863518,263.9594722,211.4367276,214.5223191,205.6548299,15.71374766,23.48090007,16.05747837,24.63975354,13.55447925,17.82150842,17.33408746,25.42245959,93.11964058,8.827448844,10.159657,3.188297074,0.398388603,-15.58243362,10.27756939,10.39009752
137,11,6,6,3,4,2,3097.565992,370,-0.553288209,67.06993993,42.02908529,42.02908529,42.65680458,376.9861059,373.6020879,370.80004,393.7060013,383.2540866,381.6631866,890.4627472,829.1693815,940.9882147,919.3255935,790.9920938,841.1905507,774.0609431,22.25397537,21.86661913,20.97458955,20.49658544,19.93704232,21.06540454,22.88320664,25.2519642,115.4043892,12.7343269,13.53244462,6.823449216,12.1021324,1.641781518,15.71915474,11.57464213
138,11,12,2,5,5,4,3608.659259,100,43.16954027,63.25636768,40.82245993,40.82245993,52.36301547,374.6202908,361.1486286,358.0465945,376.3820278,375.9370342,370.2216235,63.02258398,58.63631423,67.87199572,70.25439556,55.9300328,57.94969207,55.65416412,20.66100624,28.43445898,20.14832604,24.7175895,25.40279672,15.21661392,22.76608494,27.61176456,118.1211786,15.02872202,12.09519647,6.41025641,11.47427726,-42.77258629,4.273504274,24.5014245
139,11,14,12,3,4,3,1986.783267,570,-11.63618603,62.13965534,38.17050865,38.17050865,40.5856515,377.8780363,374.7124724,373.7391124,392.5953246,384.4464773,383.619276,623.9516041,566.2835525,672.3643872,641.3463951,561.5630694,589.1646639,526.360889,18.36787854,18.74260939,18.75582779,19.29920758,17.20796337,17.40726346,21.66625328,22.07505212,99.99019171,11.26349248,10.37016699,6.521014009,16.84314938,-11.42824407,15.91616633,13.83700245
140,11,25.5,10.5,5,5,4,1570.33942,740,2.311022924,55.77770364,45.30165404,45.30165404,42.98714923,392.8618582,388.9849679,388.0711468,403.7960302,398.1884536,397.0939302,2401.781851,2273.383927,2598.730616,2275.15575,2282.599027,2389.421717,2292.894167,21.02188163,19.85628548,20.67976155,20.08934506,15.5621619,15.15655429,21.64090469,19.7539479,93.59754846,11.85178446,9.632195219,5.290524926,26.5239455,-3.99294125,9.824474524,12.30053923
141,11,10,1,4,3,4,1124.223252,480,-28.99977186,59.92314182,40.85591696,40.85591696,39.50097919,327.1834688,328.9898678,334.4876596,342.43893,331.2321842,338.0669969,1003.284379,846.9285099,1094.798353,900.0068662,785.8349842,932.6237633,835.4744855,16.62873426,17.01591365,16.94801339,17.33889647,16.99589396,11.7074416,19.10169328,16.73933899,83.96597427,12.8512856,6.570320829,3.531579996,17.65266453,37.80371838,16.64674238,10.9832636
142,11,8,3,4,3,5,2164.40123,270,-28.78501916,61.9754021,39.93126,39.93126,34.78861858,321.786186,325.4194195,327.6760074,335.8181474,324.4038554,329.7407667,211.0392456,193.9331792,234.6282758,236.5626232,172.1008404,192.1355236,168.9160198,15.83079611,19.87673025,14.67712389,19.66344886,17.03522408,15.58453996,16.74490069,19.06180824,90.05777175,12.82815515,8.803143638,3.756648936,14.75598015,32.3201516,19.47030142,11.39184397
143,11,12,5,3,4,4,2611.535986,210,-27.4352611,61.03796215,41.77822084,41.77822084,46.1730649,368.3079474,369.1959372,366.2739001,382.5277041,376.5043184,374.9360817,87.73007124,92.24593516,102.0881006,105.3372207,85.05509097,88.00632233,86.83331512,17.72485694,19.59710409,17.36411169,19.82262342,17.48387147,19.3629447,17.83388015,20.87164985,95.52592422,10.85893116,9.114646894,0.904159132,25.1055429,-18.66336352,23.59855335,16.99819168
144,13,15,2,5,4,5,972.5499839,200,-25.24524551,45.49380982,34.61128434,34.61128434,36.3579286,366.485621,364.8966182,356.2366386,377.0639233,374.5757702,360.7949859,113.2032298,117.4921158,169.3098325,179.4736,81.97922518,79.90244474,90.03772716,18.25955998,26.11961936,16.75164836,27.79396918,15.17881899,22.26142059,17.50509913,24.18639925,107.0824278,11.3595342,16.59115562,8.566602317,8.394509912,-10.73788187,9.403153153,10.27187902
145,13,6,0,3,5,2,4313.732036,200,-35.03466358,57.77263633,42.78084875,42.78084875,40.08981439,348.9554048,348.3925301,345.2393115,364.6364146,356.7049612,352.9421377,52.29032765,54.80871328,61.62618963,57.04780775,50.01596333,47.83426486,54.03999716,15.89423751,18.54103999,15.95688543,18.89694088,17.93323566,19.76104996,22.24154271,22.24386646,107.1239484,12.21810389,12.72614973,14.07185629,14.59341957,-7.380823431,12.3752495,25.64870259
146,13,22,8,5,2,5,816.1003182,280,-49.69789692,55.20336203,38.29326309,38.29326309,34.92445239,349.8029819,355.0505108,359.5273123,362.6470344,351.482177,356.7591739,1020.323379,820.6495257,1250.894433,1015.128082,825.1097241,960.0045069,860.3852799,18.41782389,17.71415283,17.77618152,16.60080379,14.54353339,10.40220137,17.49826548,11.69285468,72.78619445,12.19701974,6.45231978,3.648141834,13.73559713,17.71086636,19.22377543,7.120127287
147,13,15,2,4,4,4,1046.079129,150,-50.23948801,57.65656283,44.28301937,44.28301937,32.6061173,385.5721134,386.9556691,390.4124913,394.6127123,388.5924762,391.6535887,277.0704642,236.7939664,301.6529871,231.4928061,245.1763626,273.0238597,234.0879799,17.94570124,15.61239983,18.0293998,15.06247983,11.95083758,12.6226779,17.52858658,13.96627616,71.96289426,8.768182797,7.126333235,5.225225225,32.52658036,19.62749852,11.38138138,11.02102102
148,13,15,6,4,3,4,1032.435119,290,-23.47525074,58.38734712,37.12577258,37.12577258,41.0260074,333.271104,327.0702128,334.8605267,350.8338416,341.3172833,341.3656997,426.8772167,431.094472,462.9616496,512.0400533,398.0234133,400.2273582,414.9372428,18.54410112,18.6762341,20.44858353,18.23981181,19.1418137,17.60923511,25.54212145,21.1078597,104.6384268,11.28104721,9.956349594,1.966686735,-4.719473187,-14.33620906,12.70319085,9.512341963
149,13,9,3,4,4,3,1488.769743,340,-48.4780665,59.19509782,46.30417173,46.30417173,35.32645774,329.9663535,335.3430555,331.3307451,343.0318117,332.3709672,338.0888199,523.7798653,537.3138543,566.7384921,592.3756323,447.2388777,494.7158921,480.8996896,16.09927112,15.06487186,15.51323989,17.16715782,14.5700963,13.05365937,17.13120706,16.97554412,81.78364327,12.48533843,7.567797968,8.870463079,19.30763399,21.01149952,16.09824781,14.50250313
150,13,8,4,4,,4,2043.018118,360,13.21442485,57.46910471,43.73459848,43.73459848,43.1553843,363.832911,358.1742068,351.4251638,372.7025502,369.1069203,361.5319825,602.9259169,513.1725047,619.8042371,496.3786433,488.0354379,547.7560597,500.7058214,19.20254374,23.48215716,18.90741705,24.55434251,14.465692,19.4239753,19.14866067,23.77002244,99.23604159,9.756777575,12.67091362,7.469512195,-8.133696128,-25.97110252,10.97560976,11.68699187
151,13,9,5,4,,3,1949.548016,280,24.02194688,47.74614032,34.70920854,34.70920854,41.14778675,362.3635813,355.155527,348.7869128,370.6157366,369.2688624,358.126412,382.617402,394.8944013,387.9563579,435.8755136,360.4055375,369.4420552,345.429063,15.70877224,23.26904599,14.34799011,26.00463966,13.65574043,21.88205231,18.43816159,24.05318298,103.7918963,11.16446352,14.59829549,4.607583774,1.49661787,-10.44741404,10.69958848,17.32069371
152,13,20,2,5,,5,1452.576715,90,24.64429817,71.93573841,32.65836934,32.65836934,39.63746529,385.2662036,382.7505766,379.2856643,389.0805828,388.7027684,380.3607676,79.46269035,58.26298437,74.87134413,63.46126056,60.44053345,70.11774589,48.18852327,20.73948756,16.68347966,19.57660792,16.40501979,9.100085797,15.31059171,12.15519069,14.41753514,67.15782473,4.763162307,11.41125909,4.572803851,25.7228016,-48.16891599,15.5234657,11.73285199
153,13,7,0,3,,1,853.8148405,270,-48.34538648,49.94310838,44.09846478,44.09846478,31.99806799,340.8938796,351.3064317,346.6618968,355.4601343,343.8908307,345.7321304,136.2775579,104.1428633,171.371169,156.9938976,71.43525939,97.78108293,75.62471444,16.7524457,22.36185972,15.18534512,23.11893138,19.54428193,14.61109039,11.54385634,19.32744236,90.35461725,14.90065176,10.42729447,2.940102264,-0.639731238,19.94785078,5.56367178,6.062819576
154,13,5,0,3,,2,1038.449045,400,8.993957742,53.10871552,38.76330275,38.76330275,45.5509442,374.1017065,378.0555499,361.1891295,381.1053031,380.309337,368.43043,766.0170712,755.5483067,812.5788424,931.1766851,713.7319058,728.1862456,908.8097008,20.45703877,25.67268643,20.61021258,27.2221934,11.72542096,18.06912063,16.26089697,23.56159901,91.41296035,8.637965712,13.15795706,2.33614536,22.96612022,-2.216280981,5.851178888,13.2994448
155,13,10,7,3,,4,1495.069206,400,61.90420021,54.85796281,30.18013828,30.18013828,43.90693944,390.9197578,384.7690742,375.9212279,388.1670083,394.3888139,369.5900809,272.9838026,340.1441109,366.1045861,438.7402818,260.7566534,230.8730944,276.3851557,20.80076985,18.82235972,19.00367628,20.72631153,8.244381335,21.94329169,10.66949294,16.68104995,85.52227389,8.734121738,19.24993624,21.96206283,0.496904432,-32.28676519,14.08812488,28.84805374
156,13,7,3,4,,3,1405.241585,410,-21.86299561,49.56147895,36.92957718,36.92957718,37.62971066,345.9153678,347.0898551,344.7467097,358.2029648,351.0276853,348.6044829,176.6799015,169.7963158,214.8075834,230.6216624,133.6403078,138.0941793,135.5929394,14.02465636,23.29740944,12.97931888,25.41500426,14.69475867,15.88628803,15.7649034,20.45131936,90.10276257,12.79386393,10.51162917,1.634750117,7.732745239,6.172115607,6.445586175,14.50256889
157,13,6,4,3,,1,1233.963235,450,-28.66522761,51.60364418,38.1927301,38.1927301,34.30126831,363.313982,367.1295491,364.541219,374.3329994,367.6204005,364.4228206,315.5690843,285.4909565,426.0930173,391.8412637,238.2568665,249.7210427,238.4796498,17.13560852,21.54357771,16.78227956,21.71592904,14.439639,14.94749702,15.70618201,19.82209025,89.12348807,13.20790044,11.00017937,2.483124397,19.87828051,12.77540136,12.10623594,8.610575378
158,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
